Exercise Name,Male Video Filename,Female Video Filename
Dumbbell Standing Bent Arm Lateral Raise,56311201-Dumbbell-Standing-Bent-Arm-Lateral-raise-(male)_Sh.mp4,23161201-Dumbbell-Standing-Bent-Arm-Lateral-raise-(female)_Shoulders.mp4
Dumbbell Standing Calf Raise,04171201-Dumbbell-Standing-Calf-Raise_Calves-FIX_.mp4,22101201-Dumbbell-Standing-Calf-Raise-(female)_Calves.mp4
Dumbbell Standing Front Raise Above Head,04191201-Dumbbell-Standing-Front-Raise-Above-Head_Shoulders.mp4,101781201-Dumbbell-Standing-Front-Raise-Above-Head-(female).mp4
Dumbbell Standing Kickback,04201201-Dumbbell-Standing-Kickback_Upper-Arms.mp4,25981201-Dumbbell-Standing-Kickback-(female)_Upper-Arms.mp4
Dumbbell Standing Overhead Press,04261201-Dumbbell-Standing-Overhead-Press_shoulder.mp4,23801201-Dumbbell-Standing-Overhead-Press-(female)_Shoulders_.mp4
Dumbbell Standing Palms In Press,04271201-Dumbbell-Standing-Palms-In-Press_Shoulders-FIX_.mp4,25991201-Dumbbell-Standing-Palms-In-Press-(female)_Shoulder.mp4
Dumbbell Standing Scapular External Rotation,72341201-Dumbbell-Standing-Scapular-External-Rotation-(male)_Back_.mp4,72351201-Dumbbell-Standing-Scapular-External-Rotation-(female)_Back_.mp4
Dumbbell Standing Scapular External Rotation (Back Pov),72341201-Dumbbell-Standing-Scapular-External-Rotation-(back-POV)-(male)_Back_.mp4,72351201-Dumbbell-Standing-Scapular-External-Rotation-(back-POV)-(female)_Back_.mp4
Dumbbell Standing Scapular External Rotation (Front Pov),72341205-Dumbbell-Standing-Scapular-External-Rotation-(front-POV)-(male)_Back_.mp4,72351201-Dumbbell-Standing-Scapular-External-Rotation-(front-POV)-(female)_Back_.mp4
Dumbbell Standing Triceps Extension,04301201-Dumbbell-Standing-Triceps-Extension_Upper-Arms-FIX.mp4,23901201-Dumbbell-Standing-Triceps-Extension-(female)_Upper-Arms.mp4
Dumbbell Static Lunge,42901201-Dumbbell-Static-Lunge_Thighs.mp4,57891201-Dumbbell-Static-Lunge-(female)_Thighs_.mp4
Dumbbell Step Up,04311201-Dumbbell-Step-up_Hips_.mp4,22211201-Dumbbell-Step-Up-(female)_Thighs_.mp4
Dumbbell Stiff Leg Deadlift,04321201-Dumbbell-Stiff-Leg-Deadlift_Waist.mp4,38941201-Dumbbell-Stiff-Leg-Deadlift-(female)_Hips.mp4
Dumbbell Straight Arm Pullover,04331201-Dumbbell-Straight-Arm-Pullover_Chest.mp4,22411201-Dumbbell-Straight-Arm-Pullover-(female)_Chest.mp4
Dumbbell Straight Leg Deadlift,04341201-Dumbbell-Straight-Leg-Deadlift_Hips_.mp4,101791201-Dumbbell-Straight-Leg-Deadlift-(female)_Hips_.mp4
Dumbbell Sumo Deadlift,81921201-Dumbbell-Sumo-Deadlift-(male)_Hips_.mp4,47591201-Dumbbell-Sumo-Deadlift-(female)_Hips_.mp4
Dumbbell Upright Row,04371201-Dumbbell-Upright-Row_Shoulders-FIX.mp4,34311201-Dumbbell-Upright-Row-(female)_Shoulder.mp4
Dumbbell Wood Chop,80241201-Dumbbell-Wood-Chop-(male)_Waist_.mp4,80491201-Dumbbell-Wood-Chop-(female)_Waist_.mp4
Dumbbell Zottman Curl,04391201-Dumbbell-Zottman-Curl_Upper-Arms-FIX_.mp4,70641201-Dumbbell-Zottman-Curl-(female)_Upper-Arms_.mp4
Dumbbell Zottman Preacher Curl,22941201-Dumbbell-Zottman-Preacher-Curl_Upper-Arms.mp4,70731201-Dumbbell-Zottman-Preacher-Curl-(female)_Upper-Arms.mp4
Dynamic Back Stretch,46711201-Dynamic-Back-Stretch-(male)_Back.mp4,04401201-Dynamic-Back-Stretch-(female)_Back.mp4
Dynamic Chest Stretch,11671201-Dynamic-Chest-Stretch-(male)_Chest.mp4,04411201-Dynamic-Chest-Stretch-(female)_Chest.mp4
Dynamic Knee Drop,85711201-Dynamic-Knee-Drop-(male)_Stretching_.mp4,84971201-Dynamic-Knee-Drop-(female)_Stretching_.mp4
Ear To Knee Side Bend,64731201-Ear-to-Knee-Side-Bend-(male)_Waist_.mp4,63801201-Ear-to-Knee-Side-Bend-(female)_Waist_.mp4
Elbow To Knee Side Plank Crunch,35031201-Elbow-to-Knee-Side-Plank-Crunch-(male)_Waist_.mp4,39361201-Elbow-to-Knee-Side-Plank-Crunch-(female)_Wiast.mp4
Elbow Touch And Lift,68981201-Elbow-Touch-and-Lift-(male)_Shoulders_.mp4,55721201-Elbow-Touch-and-Lift-(female)_Shoulders_.mp4
Elbow Touch To Outer Throw,87411201-Elbow-Touch-to-Outer-Throw-(male)_Chest_.mp4,76581201-Elbow-Touch-to-Outer-Throw-(female)_Chest_.mp4
Elbows Back Stretch,46721201-Elbows-Back-Stretch-(male)_Chest.mp4,04441201-Elbows-Back-Stretch-(female)_Chest.mp4
Elevated Single Leg Hip Thrust,73721201-Elevated-Single-Leg-Hip-Thrust-(male)_Hips_.mp4,49021201-Elevated-Single-Leg-Hip-Thrust-(female)_Hips_.mp4
Ez Barbell Anti Gravity Press,04451201-EZ-Barbell-Anti-Gravity-Press_Shoulders-FIX_.mp4,36031201-EZ-Barbell-Anti-Gravity-Press-(female)_Shoulders.mp4
Ez Barbell Close Grip Curl,04461201-EZ-Barbell-Close-grip-Curl_Upper-Arms_.mp4,24991201-EZ-Barbell-Close-grip-Curl-(female)_Upper-Arms.mp4
Ez Barbell Curl,04471201-EZ-Barbell-Curl_Upper-Arms-FIX_.mp4,22381201-EZ-Barbell-Curl-(female)_Upper-Arms.mp4
Ez Barbell Incline Triceps Extension,04491201-EZ-Barbell-Incline-Triceps-Extension_Upper-Arms-FI.mp4,97401201-EZ-Barbell-Incline-Triceps-Extension-(female)_Uppe.mp4
Ez Barbell Lying Triceps Extension,58731201-EZ-Barbell-Lying-Triceps-Extension-(male)_Upper-Arms_.mp4,36461201-EZ-Barbell-Lying-Triceps-Extension-(female)_Upper-Arms.mp4
Ez Barbell Reverse Grip Curl,04511201-EZ-Barbell-Reverse-Grip-Curl_Forearms.mp4,24981201-EZ-Barbell-Reverse-Grip-Curl-(female)_Forearms.mp4
Ez Barbell Seated Triceps Extension,04531201-EZ-Barbell-Seated-Triceps-Extension_Upper-Arms_.mp4,97351201-EZ-Barbell-Seated-Triceps-Extension-(female)_Upper.mp4
Feet And Ankles Rotation Stretch,42831201-Feet-and-Ankles-Rotation-Stretch-(female)_Calves.mp4,32461201-Feet-and-Ankles-Rotation-Stretch-(female)_Calves.mp4
Feet And Ankles Stretch,42821201-Feet-and-Ankles-Stretch-(male)_Calves.mp4,32471201-Feet-and-Ankles-Stretch-(female)_Calves.mp4
Feet Front Tap,86281201-Feet-Front-Tap-(male)_Plyometrics_.mp4,77601201-Feet-Front-Tap-(female)_Plyometrics_.mp4
Flexion Leg Sit Up (Straight Arm),04571201-Flexion-Leg-Sit-up-(straight-arm)_waist.mp4,42841201-Flexion-Leg-Sit-up-(straight-arm)-(female)_waist.mp4
Floor T Raise,64921201-Floor-T-Raise-(male)_Hips_.mp4,32051201-Floor-T-Raise-(female)_Hips_.mp4
Flutter Kicks (Version 2),11791201-Flutter-Kicks-(version-2)_Hips.mp4,57341201-Flutter-Kicks-(version-2)-(female)_Hips_.mp4
Flutter Kicks (Version 3),12441201-Flutter-Kicks-(version-3)_Hips.mp4,46431201-Flutter-Kicks-(version-3)-(female)_Hips.mp4
Forward Bend Back Stretch,89521201-Forward-Bend-Back-Stretch-(male)_Stretching_.mp4,67641201-Forward-Bend-Back-Stretch-(female)_Stretching_.mp4
Forward Fold And Rock,85521201-Forward-Fold-and-Rock-(male)_Stretching_.mp4,79141201-Forward-Fold-and-Rock-(female)_Stretching_.mp4
Frog Crunch,80571201-Frog-Crunch-(male)_Waist_.mp4,25221201-Frog-Crunch-(female)_Waist.mp4
Front Elbow Plank,04631201-Front-Elbow-Plank-(male)_Waist-FIX_.mp4,90061201-Front-Elbow-Plank-(female)_Waist_.mp4
Front Plank With Arm And Leg Lift,54661201-Front-Plank-with-Arm-and-Leg-Lift-(male)_Waist_.mp4,28961201-Front-Plank-with-Arm-and-Leg-Lift-(female)_Waist-F.mp4
Front Plank With Leg Lift,35011201-Front-Plank-with-Leg-Lift-(male)_Hips_.mp4,28981201-Front-Plank-with-Leg-Lift-(female)_Hips_.mp4
Front To Under Knee Clap,83911201-Front-to-Under-Knee-Clap-(male)_Plyometrics_.mp4,80331201-Front-to-Under-Knee-Clap-(female)_Plyometrics_.mp4
Gate Rock,89721201-Gate-Rock-(male)_Stretching_.mp4,87751201-Gate-Rock-(female)_Stretching_.mp4
Glute Bridge Hip Abduction,73371201-Glute-Bridge-Hip-Abduction-(male)_Hips_.mp4,58701201-Glute-Bridge-Hip-Abduction-(female)_Hips_.mp4
Glute Bridge Two Legs On Bench,35231201-Glute-Bridge-Two-Legs-on-Bench-(male)_Hips_.mp4,24721201-Glute-Bridge-Two-Legs-on-Bench-(female)_Hips_.mp4
Glute Bridge Walk,73191201-Glute-Bridge-Walk-(male)_Hips_.mp4,65701201-Glute-Bridge-Walk-(female)_Hips_.mp4
Glute Ham Raise (Version 2),44561201-Glute-Ham-Raise-(VERSION-2)_Thighs_.mp4,57771201-Glute-Ham-Raise-(VERSION-2)-(female)_Thighs_.mp4
Half Frog Stretch,96841201-Half-Frog-Stretch-(male)_Hips_.mp4,61761201-Half-Frog-Stretch-(female)_Hips_.mp4
Half Kneeling Side Lunge,89871201-Half-Kneeling-Side-Lunge-(male)_Stretching_.mp4,87771201-Half-Kneeling-Side-Lunge-(female)_Stretching_.mp4
Half Plyo Squat Twist,97211201-Half-Plyo-Squat-Twist-(male)_Waist_.mp4,63811201-Half-Plyo-Squat-Twist-(female)_Waist_.mp4
Half Wipers (Bent Leg),12481201-Half-Wipers-(bent-leg)_Waist_.mp4,64321201-Half-Wipers-(bent-leg)-(female)_Waist_.mp4
Hamstring Bridge,83581201-Hamstring-Bridge-(male)_Hips_.mp4,79911201-Hamstring-Bridge-(female)_Hips_.mp4
Handstand Push Up,04711201-Handstand-Push-Up_Shoulders_.mp4,23831201-Handstand-Push-Up-(female)_Upper-Arms.mp4
Hanging Straight Leg Hip Raise,04741201-Hanging-Straight-Leg-Hip-Raise_Waist.mp4,36041201-Hanging-Straight-Leg-Hip-Raise-(female)_Waist.mp4
Hanging Straight Leg Raise,04751201-Hanging-Straight-Leg-Raise_Hips-FIX_.mp4,25301201-Hanging-Straight-Leg-Raise-(female)_Hips.mp4
Happy Baby Pose,67151201-Happy-Baby-Pose-(male)_Stretching_.mp4,59171201-Happy-Baby-Pose-(female)_Stretching_.mp4
Heel Glute Bridge,66571201-Heel-Glute-Bridge-(male)_Hips_.mp4,64351201-Heel-Glute-Bridge-(female)_Hips_.mp4
Heels Squat Slide Wall,89561201-Heels-Squat-Slide-Wall-(male)_Thighs_.mp4,87641201-Heels-Squat-Slide-Wall-(female)_Thighs_.mp4
High Knee Squat (Version 3),46361201-High-Knee-Squat-(VERSION-3)-(male)_Plyometrics.mp4,46401201-High-Knee-Squat-(VERSION-3)-(female)_Plyometrics.mp4
High Knee Tap,55371201-High-Knee-Tap-(male)_Plyometrics_.mp4,96851201-High-Knee-Tap-(female)_Plyometrics_.mp4
High Knee To Butt Kick,46341201-High-Knee-to-Butt-Kick_Cardio.mp4,71631201-High-Knee-to-Butt-Kick-(female)_Cardio_.mp4
High Lunge,73801201-High-Lunge-(male)_Stretching_.mp4,58911201-High-Lunge-(female)_Stretching_.mp4
Hip Circles Stretch,42861201-Hip-Circles-Stretch-(male)_Hips.mp4,18471201-Hip-Circles-Stretch-(female)_Hips.mp4
Hip Extension Stretch,46731201-Hip-Extension-Stretch-(male)_Hips.mp4,04831201-Hip-Extension-Stretch_Hips-FIX_.mp4
Hip Flexor Stretch Rear Foot Elevated,46741201-Hip-Flexor-Stretch-Rear-foot-elevated-(male)_Hips.mp4,25681201-Hip-Flexor-Stretch-Rear-foot-elevated-(female)_Hips.mp4
Hip Raise (Bent Knee),04841201-Hip-Raise-(bent-knee)_waist.mp4,26531201-Hip-Raise-(bent-knee)-(female)_waist.mp4
Hip Roll Plank,43851201-Hip-Roll-Plank-(male)_Waist_.mp4,46491201-Hip-Roll-Plank-(female)_Waist.mp4
Hip Swirls,46151201-Hip-Swirls_Hips.mp4,51141201-Hip-Swirls-(female)_Hips_.mp4
Hollow Hold,12461201-Hollow-Hold_Waist_.mp4,71571201-Hollow-Hold-(female)_Waist_.mp4
Inchworm And Mountain Climbers,55981201-Inchworm-and-Mountain-Climbers-(Male)_Plyometrics_.mp4,88161201-Inchworm-and-Mountain-Climbers-(female)_Plyometric.mp4
Incline Leg Hip Raise (Leg Straight),04911201-Incline-Leg-Hip-Raise-(leg-straight)_waist.mp4,27031201-Incline-Leg-Hip-Raise-(leg-straight)-(female)_waist.mp4
Incline Twisting Sit Up (Version 2),11901201-Incline-Twisting-Sit-up-(version-2)_Waist-FIX_.mp4,70061201-Incline-Twisting-Sit-up-(version-2)-(female)_Waist.mp4
Inverted Row,04991201-Inverted-Row_Back-FIX_.mp4,22991201-Inverted-Row-(female)_Back.mp4
Inverted Row Bent Knees,23001201-Inverted-Row-Bent-Knees_Back.mp4,70201201-Inverted-Row-Bent-Knees-(female)_Back_.mp4
Inverted Row Under Table,83571201-Inverted-Row-under-Table-(male)_Back_.mp4,79291201-Inverted-Row-under-Table-(female)_Back_.mp4
Inverted Row With Straps,04981201-Inverted-Row-with-Straps_Back.mp4,38971201-Inverted-Row-with-Straps-(female)_back.mp4
Jack Knife Sit Up,107121201-Jack-knife-Sit-up-(male)_Waist_.mp4,38841201-Jack-knife-Sit-up-(female)_Waist_.mp4
Jack Step,44381201-Jack-Step-(male)_Plyometrics.mp4,54861201-Jack-Step-(female)_Plyometrics_.mp4
Jump Box,49651201-Jump-Box-(male)_Plyometrics-FIX_.mp4,71591201-Jump-Box-(female)_Plyometrics_.mp4
Jump Split,11661201-Jump-Split-(male)_Plyometrics-FIX_.mp4,05121201-Jump-Split-(female)_Plyometrics_.mp4
Jump Squat,05141201-Jump-Squat_Thighs-FIX.mp4,23741201-Jump-Squat-(female)_Thighs.mp4
Kettlebell Bent Press,05241201-Kettlebell-Bent-Press_Waist_.mp4,26541201-Kettlebell-Bent-Press-(female)_waist.mp4
Kettlebell Biceps Curl,58571201-Kettlebell-Biceps-Curl_Upper-Arms_.mp4,69331201-Kettlebell-Biceps-Curl-(female)_Upper-Arms_.mp4
Kettlebell Deadlift,96091201-Kettlebell-Deadlift-(male)_Hips_.mp4,39021201-Kettlebell-deadlift-(female)_Hips.mp4
Kettlebell Front Raise,58591201-Kettlebell-Front-Raise_Shoulders_.mp4,69321201-Kettlebell-Front-Raise-(female)_Shoulders_.mp4
Kettlebell Front Squat,05331201-Kettlebell-Front-Squat_Thighs_.mp4,26391201-Kettlebell-Front-Squat-(female)_thighs.mp4
Kettlebell Goblet Squat,05341201-Kettlebell-Goblet-Squat_thighs.mp4,23561201-Kettlebell-Goblet-Squat-(female)_Thighs_.mp4
Kettlebell One Arm Clean And Jerk,05371201-Kettlebell-One-Arm-Clean-and-Jerk_Shoulders_.mp4,81081201-Kettlebell-One-Arm-Clean-and-Jerk-(female)_Shoulde.mp4
Kettlebell Seesaw Press,05471201-Kettlebell-Seesaw-Press_Shoulders.mp4,72831201-Kettlebell-Seesaw-Press-(female)_Shoulders_.mp4
Kettlebell Standing Calf Raise,58541201-Kettlebell-Standing-Calf-Raise_Calves_.mp4,66971201-Kettlebell-Standing-Calf-Raise-(female)_Calves_.mp4
Kettlebell Windmill,05541201-Kettlebell-Windmill_waist.mp4,45191201-Kettlebell-Windmill-(female)_Waist_.mp4
Kettlebell Wood Chop,80251201-Kettlebell-Wood-Chop-(male)_Waist_.mp4,80501201-Kettlebell-Wood-Chop-(female)_Waist_.mp4
Kicks Leg Bent,58101201-Kicks-Leg-Bent-(male)_Hips_.mp4,05571201-Kicks-Leg-Bent_Hips-FIX_.mp4
Knee Hug Glute Stretch,66731201-Knee-Hug-Glute-Stretch-(male)_Hips_.mp4,63901201-Knee-Hug-Glute-Stretch-(female)_Hips_.mp4
Knee Raise,42871201-Knee-Raise-(male)_Thighs.mp4,32521201-Knee-Raise-(female)_Thighs.mp4
Knee Raise Step Jack,57421201-Knee-Raise-Step-Jack-(male)_Plyometrics_.mp4,58061201-Knee-Raise-Step-Jack-(female)_Plyometrics_.mp4
Knee Tap Sky Reach,83931201-Knee-Tap-Sky-Reach-(male)_Plyometrics_.mp4,80381201-Knee-Tap-Sky-Reach-(female)_Plyometrics_.mp4
Kneeling Hip Flexor Stretch,10531201-Kneeling-Hip-Flexor-Stretch_Hips_.mp4,72531201-Kneeling-Hip-Flexor-Stretch-(female)_Hips_.mp4
Kneeling Leg Half Circle,46931201-Kneeling-Leg-Half-Circle-(male)_Hips.mp4,48141201-Kneeling-Leg-Half-Circle-(female)_Hips_.mp4
Kneeling Push Up To Hovering Table Top,89731201-Kneeling-Push-Up-to-Hovering-Table-Top-(male)_Ches.mp4,87631201-Kneeling-Push-Up-to-Hovering-Table-Top-(female)_Ch.mp4
Kneeling Scapular Push Up,41171201-Kneeling-Scapular-Push-Up-(male)_Back_.mp4,97601201-Kneeling-Scapular-Push-Up-(female)_Back_.mp4
Kneeling Shoulder Tap,45061201-Kneeling-Shoulder-Tap_Chest.mp4,46611201-Kneeling-Shoulder-Tap-(female)_Waist.mp4
Kneeling Shoulder Tap Push Up,64981201-Kneeling-Shoulder-Tap-Push-Up-(male)_Chest_.mp4,46581201-Kneeling-Shoulder-Tap-Push-up-(female)_Plyometrics.mp4
Kneeling Side Leg To Kick,46911201-Kneeling-Side-Leg-to-Kick-(male)_Hips.mp4,48131201-Kneeling-Side-Leg-to-Kick-(female)_Hips_.mp4
Kneeling Single Hamstring Curl,89341201-Kneeling-Single-Hamstring-Curl-(male)_Thighs_.mp4,67481201-Kneeling-Single-Hamstring-Curl-(female)_Thighs_.mp4
Kneeling Single Kickback Fire Hydrant,73751201-Kneeling-Single-Kickback-Fire-Hydrant-(male)_Hips_.mp4,65671201-Kneeling-Single-Kickback-Fire-Hydrant-(female)_Hip.mp4
Kneeling Torso Rotation Chest And Shoulder Stretch,89891201-Kneeling-Torso-Rotation-Chest-and-Shoulder-Stretch.mp4,87341201-Kneeling-Torso-Rotation-Chest-and-Shoulder-Stretch.mp4
Knees And Toes Point Out Squat Slide Wall,89551201-Knees-and-Toes-Point-Out-Squat-Slide-Wall-(male)_H.mp4,87711201-Knees-and-Toes-Point-Out-Squat-Slide-Wall-(female).mp4
Landmine 180,05621201-Landmine-180_waist.mp4,36051201-Landmine-180-(female)_waist.mp4
Landmine Half Kneeling Shoulders Press,96951201-Landmine-Half-Kneeling-Shoulders-Press_Shoulders_.mp4,107671201-Landmine-Half-Kneeling-Shoulders-Press-(female)_S.mp4
Landmine Kneeling One Arm Shoulder Press,35251201-Landmine-Kneeling-One-Arm-Shoulder-Press_Shoulders.mp4,107681201-Landmine-Kneeling-One-Arm-Shoulder-Press-(female).mp4
Landmine Standing Side Bend,80221201-Landmine-Standing-Side-Bend-(male)_Waist_.mp4,80461201-Landmine-Standing-Side-Bend-(female)_Waist_.mp4
Lateral Shuffle Crunches,78271201-Lateral-Shuffle-Crunches-(male)_Plyometrics_.mp4,59621201-Lateral-Shuffle-Crunches-(female)_Plyometrics_.mp4
Lateral Shuffle Squat Tap,56731201-Lateral-Shuffle-Squat-Tap-(Male)_Plyometrics_.mp4,69081201-Lateral-Shuffle-Squat-Tap-(female)_Plyometrics_.mp4
Lateral Tap In Squat Position,56111201-Lateral-Tap-in-Squat-Position-(Male)_Plyometrics_.mp4,73581201-Lateral-Tap-in-Squat-Position-(female)_Plyometrics.mp4
Leaning Forward Side Lunge,96621201-Leaning-Forward-Side-Lunge-(male)_Hips_.mp4,90781201-Leaning-Forward-Side-Lunge-(female)_Hips_.mp4
Leg Front Kick,46161201-Leg-Front-Kick_Waist.mp4,50821201-Leg-Front-Kick-(female)_Waist_.mp4
Leg Front Lift Jack,55871201-Leg-Front-Lift-Jack-(Male)_Plyometrics_.mp4,57121201-Leg-Front-Lift-Jack-(female)_Plyometrics_.mp4
Leg Over Knee Glute Bridge,46901201-Leg-Over-Knee-Glute-Bridge-(male)_Hips.mp4,46701201-Leg-Over-Knee-Glute-Bridge-(female)_Hips.mp4
Leg Raise Hip Lift,72841201-Leg-Raise-Hip-Lift-(male)_Waist_.mp4,18521201-Leg-Raise-Hip-Lift_Waist.mp4
Lever Ab Coaster Crunch,73821201-Lever-Ab-Coaster-Crunch-(male)_Waist_.mp4,55831201-Lever-Ab-Coaster-Crunch-(female)_Waist_.mp4
Lever Angled Leg Press,83751201-Lever-Angled-Leg-Press-(male)_Thighs_.mp4,88151201-Lever-Angled-Leg-Press-(female)_Thighs_.mp4
Lever Back Extension,05731201-Lever-Back-Extension_Waist.mp4,36071201-Lever-Back-Extension-(female)_Waist.mp4
Lever Bent Over Row (Plate Loaded),05741201-Lever-Bent-over-Row-(plate-loaded)_Back.mp4,30971201-Lever-Bent-over-Row-(plate-loaded)-(female)_Back_.mp4
Lever Biceps Curl,43361201-Lever-Biceps-Curl_Upper-Arms_.mp4,74101201-Lever-Biceps-Curl-(female)_Upper-Arms_.mp4
Lever Chest Press,05771201-Lever-Chest-Press_Chest-FIX_.mp4,24571201-Lever-Chest-Press-(female)_Chest_.mp4
Lever Chest Press (Plate Loaded),05761201-Lever-Chest-Press-(plate-loaded)_Chest-FIX_.mp4,24561201-Lever-Chest-Press-(plate-loaded)-(female)_Chest.mp4
Lever Deadlift (Plate Loaded),05781201-Lever-Deadlift-(plate-loaded)_Thighs.mp4,30991201-Lever-Deadlift-(plate-loaded)-(female)_Hips_.mp4
Lever Decline Chest Press,13001201-Lever-Decline-Chest-Press_Chest-FIX_.mp4,107171201-Lever-Decline-Chest-Press-(female)_Chest_.mp4
Lever Front Pulldown,05791201-Lever-Front-Pulldown_Back.mp4,70711201-Lever-Front-Pulldown-(female)_Back_.mp4
Lever Glute Abductors Press,66161201-Lever-Glute-Abductors-Press-(male)_Hips_.mp4,66171201-Lever-Glute-Abductors-Press-(female)_Hips_.mp4
Lever High Row (Plate Loaded),05811201-Lever-High-Row-(plate-loaded)_Back.mp4,31001201-Lever-High-Row-(plate-loaded)-(female)_Back_.mp4
Lever Hip Extension (Version 2),22861201-Lever-Hip-Extension-(VERSION-2)_Hips_.mp4,96881201-Lever-Hip-Extension-(VERSION-2)-(female)_Hips_.mp4
Lever Hip Thrust (Plate Loaded),73841201-Lever-Hip-Thrust-(plate-loaded)-(male)_Hips_.mp4,35491201-Lever-Hip-Thrust-(plate-loaded)-(female)_Hips_.mp4
Lever Incline Hammer Chest Press,11951201-Lever-Incline-Hammer-Chest-Press_Chest.mp4,36081201-Lever-Incline-Hammer-Chest-Press-(female)_Chest.mp4
Lever Kneeling Leg Curl (Plate Loaded),05821201-Lever-Kneeling-Leg-Curl-(plate-loaded)_Thighs.mp4,36091201-Lever-Kneeling-Leg-Curl-(plate-loaded)-(female)_Thighs.mp4
Lever Lateral Raise,05841201-Lever-Lateral-Raise_shoulder.mp4,36291201-Lever-Lateral-Raise-(female)_Shoulder.mp4
Lever Leg Extension,05851201-Lever-Leg-Extension_Thighs.mp4,22561201-Lever-Leg-Extension-(female)_Thighs.mp4
Lever Lying Chest Press (Plate Loaded),10411201-Lever-Lying-Chest-Press-(plate-loaded)_Chest-FIX_.mp4,36101201-Lever-Lying-Chest-Press-(plate-loaded)-(female)_Chest.mp4
Lever Lying Leg Curl,05861201-Lever-Lying-Leg-Curl_Thighs-FIX_.mp4,22231201-Lever-Lying-Leg-Curl-(female)_Thighs.mp4
Lever Military Press (Plate Loaded),05871201-Lever-Military-Press-(plate-loaded)_shoulder.mp4,31011201-Lever-Military-Press-(plate-loaded)-(female)_shoulder.mp4
Lever Pec Deck Fly,10301201-Lever-Pec-Deck-Fly_Chest_.mp4,24271201-Lever-Pec-Deck-Fly-(female)_Chest.mp4
Lever Reverse Hyperextension (Plate Loaded),05931201-Lever-Reverse-Hyperextension-(plate-loaded)_Hips.mp4,31771201-Lever-Reverse-Hyperextension-(plate-loaded)-(female)_Hips.mp4
Lever Reverse Vertical Hack Squat,55161201-Lever-Reverse-Vertical-Hack-Squat_Hips_.mp4,57841201-Lever-Reverse-Vertical-Hack-Squat-(female)_Hips_.mp4
Lever Rotary Calf,23151201-Lever-Rotary-Calf_Calves.mp4,31051201-Lever-Rotary-Calf-(female)_Calves_.mp4
Lever Seated Calf Press,23351201-Lever-Seated-Calf-Press_Calves.mp4,25581201-Lever-Seated-Calf-Press-(female)_Calves_.mp4
Lever Seated Calf Raise (Plate Loaded),05941201-Lever-Seated-Calf-Raise-(plate-loaded).mp4,31061201-Lever-Seated-Calf-Raise-(plate-loaded)-(female)_Calves.mp4
Lever Seated Crunch (Chest Pad),05951201-Lever-Seated-Crunch-(chest-pad).mp4,37531201-Lever-Seated-Crunch-(chest-pad)-(female)_Waist.mp4
Lever Seated Fly,05961201-Lever-Seated-Fly_Chest-FIX_.mp4,22551201-Lever-Seated-Fly-(female)_Chest_.mp4
Lever Seated Hip Abduction,05971201-Lever-Seated-Hip-Abduction_Hips-FIX_.mp4,36111201-Lever-Seated-Hip-Abduction-(female)_Hips.mp4
Lever Seated Hip Abduction (Version 2),18691201-Lever-Seated-Hip-Abduction-(Version-2)_Hips_.mp4,25531201-Lever-Seated-Hip-Abduction-(VERSION-2)-(female)_Hips_.mp4
Lever Seated Hip Adduction,05981201-Lever-Seated-Hip-Adduction_Thighs.mp4,36121201-Lever-Seated-Hip-Adduction-(female)_Thighs.mp4
Lever Seated Hip Adduction (Version 2),18671201-Lever-Seated-Hip-Adduction-(Version-2)_Hips_.mp4,25521201-Lever-Seated-Hip-Adduction-(VERSION-2)-(female)_Hips_.mp4
Lever Seated Leg Curl,05991201-Lever-Seated-Leg-Curl_Thighs-FIX_.mp4,22571201-Lever-Seated-Leg-Curl-(female)_Thighs.mp4
Lever Seated Leg Raise Crunch (Plate Loaded),06001201-Lever-Seated-Leg-Raise-Crunch-(plate-loaded)_Waist.mp4,36471201-Lever-Seated-Leg-Raise-Crunch-(plate-loaded)-(female)_Waist.mp4
Lever Seated Reverse Fly,06021201-Lever-Seated-Reverse-Fly_Shoulders.mp4,28221201-Lever-Seated-Reverse-Fly-(female)_Shoulders.mp4
Lever Seated Single Leg Press (Version 2),71071201-Lever-Seated-Single-Leg-Press-(VERSION-2)_Thighs_.mp4,97311201-Lever-Seated-Single-Leg-Press-(VERSION-2)-(female).mp4
Lever Shrug (Plate Loaded),06041201-Lever-Shrug-(plate-loaded)_Back.mp4,31071201-Lever-Shrug-(plate-loaded)-(female)_Back.mp4
Lever Side Hip Abduction,10341201-Lever-Side-Hip-Abduction_Hips_.mp4,27591201-Lever-Side-Hip-Abduction-(female)_Hips_.mp4
Lever Squat (Plate Loaded),87151201-Lever-Squat-(plate-loaded)-(male)_Thighs_.mp4,57881201-Lever-Squat-(plate-loaded)-(female)_Thighs_.mp4
Lever Standing Calf Raise,06051201-Lever-Standing-Calf-Raise_Calf-FIX_.mp4,22111201-Lever-Standing-Calf-Raise-(female)_Calves.mp4
Lever Standing Hip Extension,10311201-Lever-Standing-Hip-Extension_Hips.mp4,36491201-Lever-Standing-Hip-Extension-(female)_Hips.mp4
Lever Standing Rear Kick,10371201-Lever-Standing-Rear-Kick_Hips.mp4,36131201-Lever-Standing-Rear-Kick-(female)_Hips.mp4
Lever Step (Version 2),55251201-Lever-Step-(VERSION-2)_Cardio_.mp4,57471201-Lever-Step-(female)-(VERSION-2)_Cardio_.mp4
